,Vegetarian's Delight,BBQ Chicken Pizza,Cheesy Sausage Pizza,Chicken Supreme Pizza,Beef Pepperoni Pizza,French Fries,Cheese Balls,Classic Margherita Pizza,Four Seasons Pizza,Corn & Cheese Pizza,Sauteed Garlic Mushroom,Pizza Fun-Guy (Funghi),Hawaiian BBQ Chicken Pizza,Chicken Cashew Nut Salad,Water 500ml,Chicken Wings,Potato Wedges,Single Chicken Burger,Single Beef Burger,Double Chicken Burger,Double Beef Burger,Pizza Seafood Marinara,Prawn-Lime Pizza,Chicken Cheese Balls,Fried Calamari,Tandoori Chicken Pizza,Naga Beef Pizza,Club Sandwich,Smoked Chicken Sandwich,Crispy Chicken Burger,Chicken Caesar Salad,Fish & Chips,Teriyaki Chicken,Mongolian Beef,Moroccan Chicken,Penne Alfredo,Spaghetti Bolognese,Fettuccine Alfredo,Seafood Marinara,Coke,Sprite,Fanta,Espresso,Doppio,Macchiato,Americano,Cappuccino,Latte,Flavored Latte,Caffe Mocha,White Mocha,Full English Breakfast,Continental Light Breakfast,Chicken Butterfly,Blueberry Cheese Cake,Cream of Mushroom,Blueberry Cheesecake Shake,Oreo Vanilla Shake,Strawberry Shake,Apple Soda,Lime Soda,Mango Cheese Cake,Brownie with Ice Cream,Seafood Clear,Hot & Sour,Light English Breakfast,English Breakfast Tea,Earl Grey,Green Tea & Mint,Spaghetti Aglio e Olio,Fettuccine Creme Lime,Zero Coke Can,Prawn Tempura,Grilled Dory,Thai Soup,Munchie Brownie,Fudge Brownie,Chicken & Chips,Honey-Ginger Chicken,Chocolate Chips Cookie,Almond Cookie,Garlic Chicken Pizza,Tom Yum Soup,Greek Salad,Stir-fried Chicken Basil,Beef Steak (300+ gms),Meat Lovers,Classic BBQ,Mango Shake,Chocolate Shake,Virgin Mojito/Nojito,Goa Lemon,English Afternoon Tea,Fruit-flavored Tea,Ceylon Supreme,Soda water (Schweppes),Dry Ginger Ale (Schweppes),Tonic Water (Schweppes),Seafood Salad,Chicken Pasta Salad,Pasta Basta,Cheese Sandwich,Thai Fried Rice,Thai Chow Mein (Pad Thai),Fried Chicken with fries,Stir-fired Beef Basil,Peanut Butter Cookie,Americano Misto,Hot Chocolate,Himalayan Tea,Burger Cheese,Poached Egg,Etra Fries,Glass Coke,Glass Sprite,Seven up,Pepsi,Glass fanta,Mirinda,Mountain Dew,Rice,Moroccan Chicken Platter,Teriyaki chicken Platter,Mongolian beef Platter,Chicken Basil Platter,Honey Ginger Chicken Platter,Beef Basil Platter,Grilled Dory Platter
Strawberry Shake,1.0,0.09968057136770549,0.09259513638284031,0.05763378871184965,0.05256346852282779,0.03301643465545566,0.032535173491110486,0.03196409457024434,0.03190046525683541,0.027671802971033208,0.02585643336139397,0.025719132900643687,0.025427435171853446,0.025283427081711458,0.023522903952187015,0.02160198637651987,0.016666296012184965,0.01658119133997598,0.015592622027916857,0.014467357554210632,0.013307391446232926,0.013067002984402297,0.01282667121943779,0.011910522625053547,0.011784483566640669,0.010276345219873069,0.010173185378066062,0.009947531022377023,0.009863798978956942,0.009731486033946172,0.009086732911501397,0.009058753334271662,0.009028430316820745,0.008685546936337944,0.008217790116155903,0.007896911819415769,0.0076400298197301115,0.007637568755209894,0.00757194425104303,0.007547771619696035,0.007451693892669485,0.007450117499726043,0.007134938292194398,0.0065313818189395275,0.006404619011220057,0.006401967718520199,0.00637360022242169,0.006342226815822663,0.006278756008354528,0.00607446459706402,0.0057846868046114224,0.0057806890074217935,0.005755591260135978,0.005679535533657746,0.005665378343948482,0.005649655653780181,0.005564340041725288,0.005534187135260216,0.005512022524078498,0.005380041909571586,0.005277184175381394,0.005199302269198033,0.00489072013641577,0.004871862551139843,0.004839954623028572,0.004628089361446523,0.00440410623325015,0.004256286140180423,0.00421199155315219,0.004209552907975446,0.004085199522836644,0.003967637871225709,0.0037530137538500656,0.0036657804635282804,0.0036004633129974447,0.0035017650351986396,0.0033709546914538597,0.0032824571133253464,0.00318966817581561,0.003176564198553974,0.0031009813290572294,0.003049167948477022,0.002992388575200481,0.0029513998398659,0.002915805130910483,0.0028912448360802886,0.0028503625932271228,0.002821102599744033,0.002609333531699665,0.0026069793528861094,0.002542706903226621,0.0024816048813961628,0.002363815983425462,0.0023521558151233125,0.002207502080936283,0.002167869751430439,0.0021513123554597465,0.002035545030576075,0.002011593715264295,0.0019600829115012618,0.0018586563448489562,0.0016593347222894745,0.0016451865147342874,0.0012922533070970118,0.001264171178675205,0.0012211558082770486,0.0011513066508278495,0.0011513066508278475,0.0011093681504673572,0.0009970433377009254,0.0009970433377009238,0.0009175280595481316,0.0007119410264038473,0.0007049975772800366,0.0007049975772800291,0.0005170743413811839,0.0004487386864920393,0.00043568761603518904,0.0003853919499729665,0.0003624802032060736,0.00019807988096009213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Apple Soda,1.0,0.108460287560708,0.026267586558198826,0.026094198080549233,0.021305476457363772,0.020709395635846443,0.02061762683325731,0.01857986994320271,0.01795841755517116,0.015578917548401017,0.015361346990252465,0.014850752438068627,0.014189694162410527,0.013807745625482978,0.013352907288192028,0.013292923534154179,0.013085029760625012,0.012308516724827284,0.011240218330448602,0.010591573205914936,0.010572701306108243,0.010510503764270733,0.010454500917183687,0.010404913201605548,0.010201451211928936,0.010184041565785073,0.009722432277466593,0.00971420616071849,0.00939458934202368,0.008986666091984102,0.008829664446359348,0.008674433973150153,0.008283037160389091,0.007844563545622907,0.007595928535370831,0.007518771688177474,0.007408772981698845,0.006825664746870535,0.006747304567145212,0.006670111156352523,0.006654245410233666,0.006641667746020623,0.006337362031367203,0.006205666464182098,0.006174367179933434,0.0061040111479776305,0.006042536443982426,0.00594585535782771,0.005819635937162057,0.005665378343948482,0.005597957913227045,0.005437650780283527,0.005340564668047396,0.005251327475713952,0.005238928637450055,0.005196014304982735,0.005191264101824434,0.005174109086038605,0.005053343632573287,0.004832526516138531,0.00470814048122581,0.004617847228028285,0.0045246893324360745,0.00440759080196162,0.0043995692528830035,0.0043536912030779,0.004348182457567509,0.0042021075854998475,0.003979522764053577,0.003762991266703748,0.003527295744233806,0.003418115435538209,0.003340766367990122,0.0033235509477106025,0.0033051289580008528,0.003280998016771363,0.00309082647923475,0.003048698292462945,0.002976753685914039,0.0029353214613450015,0.00289292124285759,0.002706252712858291,0.002567318425329739,0.0025125557284824654,0.002497860377797185,0.0024643560043941144,0.002418466571006364,0.0023555569485764535,0.0022800322081843933,0.0020905763352698594,0.0020550311200505304,0.0018464037018414163,0.0018319873311316548,0.0017841165523811366,0.001738703675916766,0.0016551039685089493,0.0016451398227573303,0.0016257822246521423,0.0014416550323694142,0.0013988660401215807,0.0013410843729405686,0.001340967874323071,0.0013330606399649559,0.0013296497059005182,0.001328327359204738,0.0011580922896163837,0.0009869455206399534,0.000962463925944296,0.0009304930085217732,0.0009304930085217721,0.0008922371008077934,0.0008268438552478096,0.0008218869732720168,0.0008058164644986894,0.0008058164644986892,0.0006408708144947378,0.00056978331204129,0.0005697833120412869,0.0003670456687234416,0.0003613933187027978,0.00015615501109340218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lime Soda,1.0,0.108460287560708,0.05731308487600826,0.04507083234773345,0.03804313615422958,0.03196409457024434,0.031397754389334606,0.02633554108443068,0.025957203182693327,0.024764999291173116,0.02242450779291885,0.02192221116776041,0.02077105308477822,0.020187995232045414,0.01981583443369816,0.01970803863743822,0.019182325771109055,0.017868692421044784,0.017151399005083806,0.01705697412727187,0.016091644149357442,0.01585820883948239,0.014623541228550873,0.014147613247879625,0.014034282801183923,0.012851992969728675,0.011785525325381472,0.01135007115123939,0.011175298136693983,0.0111045920313458,0.01074504005161408,0.010546271732008746,0.010289274953984413,0.010262778875573463,0.010084119785600863,0.009540629390963,0.009411443339402793,0.009179260955014033,0.009068275804994263,0.009040859353519014,0.0088698964674394,0.008605966278259,0.00851086412886974,0.008460871216185278,0.008457077593581561,0.008282328578027603,0.008264344895191324,0.008083700126531495,0.00796430356727537,0.007947857656190794,0.007845158026608819,0.007562940435098495,0.007003239494728012,0.00699276604150117,0.006220338519443235,0.006094501765037306,0.005818332443512409,0.005804797079878249,0.005798272802899081,0.005614406022332214,0.005515231304190407,0.005451117206866322,0.005440199412269724,0.00538744837293071,0.0052064599163682895,0.004990499823947848,0.004897452972348807,0.004707411151128887,0.004659257182229248,0.004648070535946743,0.00463446064532394,0.004430855934766509,0.004268606064260032,0.004232501184878761,0.004194907574625823,0.0039786572070434675,0.003541335791210157,0.0035065857586914035,0.003268151085487999,0.0031990997714630735,0.0030948779080673546,0.0030533656017789146,0.003024199099050339,0.0028735592055485434,0.0028529845921130646,0.0028249862856685394,0.0026999943292573174,0.0026875637976656063,0.002452759124254095,0.0023499203945422844,0.0022351175597008226,0.002230131909314058,0.002210541050437334,0.002178573368967725,0.0021542739710758755,0.0020383472744876017,0.002014362986469975,0.001982815246162746,0.0017862272648997751,0.0016829743396919183,0.0016616190542756827,0.0016474513695151978,0.00160078968417868,0.0015069037638088705,0.00135861045533503,0.0012228369189266986,0.0011528916032627627,0.0011528916032627625,0.0010079398382215232,0.0009984159227239243,0.0009984159227239226,0.0009634681736741293,0.0009347658787074803,0.0009275401042635123,0.0007059681159509519,0.000705968115950951,0.0005335191110519096,0.0004106786153351349,0.0004091581800751945,0.00032617812170143435,0.0002329257126168407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mango Cheese Cake,1.0,0.052893304028457114,0.052706246286572216,0.031316761782117376,0.03125566701406468,0.029483506906468084,0.024916275122128243,0.024167574511370638,0.018408198523290942,0.017824879795141964,0.01614118973362281,0.014964873308183756,0.014418557641001846,0.013573410420391344,0.01348374867708181,0.01321783960720826,0.01254809931523776,0.012036458583809048,0.011153885596915762,0.010826591070760852,0.010789278399836106,0.010744096274701432,0.010404913201605548,0.0102425878620258,0.009883753215018219,0.009870346069879455,0.009492388754812588,0.009282541346089506,0.009179260955014033,0.009065206749607157,0.009057175802344612,0.00905121609389721,0.009013307019146816,0.008875829071902895,0.008734738491130064,0.008617678889472794,0.008362059232095377,0.008146953398206685,0.007969390299807746,0.007588567626077485,0.00751304330086265,0.007132997191859225,0.0070750404442850535,0.006727400332702562,0.006573811446230235,0.006556523201901372,0.006404619011220057,0.006270413992318716,0.006263019260389605,0.006239562238579712,0.00614328992693896,0.0061155193278523015,0.006114807774667699,0.005719965525187832,0.005545720101319038,0.0054874457914826065,0.0050848754344344415,0.005013197644526247,0.0049838495209393995,0.00496533280531529,0.004941864610536717,0.004771018452158006,0.004400657406493179,0.004350323784682624,0.004335947734507614,0.004316734894666805,0.004105544922016526,0.004085492930259949,0.004056518165540141,0.00392167627306482,0.0038466562646009765,0.003833888947659254,0.0037973175174033876,0.003772911108654954,0.0037302404494134246,0.003686876719766344,0.003643814145122702,0.0035214021510812364,0.0033367414112047745,0.003334874164091153,0.0033124045337273897,0.0032855043814311352,0.0032300894970925392,0.003134529017353645,0.0029284767296457403,0.0027507043414254887,0.00274036654740858,0.002482772984008667,0.00243955306736466,0.0023898735853302763,0.0023716880244839924,0.00226786295460711,0.0022517108197401773,0.002114837340057433,0.002093228392777882,0.002065151440874202,0.0020266957026153377,0.0019106865207688167,0.001753447567970609,0.001722133681597312,0.001495104953289098,0.0014682651237723522,0.0014570485738141193,0.001378641263416843,0.0013624194303912987,0.0012372540762245847,0.0012081192660608328,0.0011238401919908348,0.0011142578430641484,0.0010647303585862905,0.0010010191764436168,0.0008872101504359352,0.0008270688002787361,0.0007797611115625047,0.0007797611115625004,0.0007740055663838912,0.0006752810997162479,0.0006752810997162474,0.0004774832961431007,0.0004774832961430938,0.0003370024587468891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brownie with Ice Cream,1.0,0.06867866702909552,0.04713631570491668,0.03457988674814706,0.025452205047716104,0.023416558302726983,0.02114656350289511,0.020372118200903063,0.019869226322963774,0.019005549865619253,0.018745728997923688,0.015747646130869406,0.015359130040794982,0.014258346819293775,0.013258673348518121,0.01321783960720826,0.013192951698066438,0.01316508203467815,0.012688500833479542,0.01242328538836348,0.012345920437436306,0.012315616512360067,0.011762873913577188,0.011237919645079938,0.011175298136693983,0.011041440591425025,0.01053783418696084,0.010356595048110076,0.010276345219873069,0.010199243295188305,0.010137066805583928,0.009940364407350136,0.009930689036308617,0.009690912561082819,0.009551697648999994,0.009520654197860395,0.009064313346107734,0.008808202101483904,0.008776169317289577,0.008065956157053225,0.008040657563461352,0.00800790850088826,0.007763802575564501,0.007701062607910131,0.007182085103039423,0.007142691602888538,0.006664176482775077,0.006553177832153649,0.006347906392481216,0.006331011532188261,0.0062594685404736405,0.0062172936524696075,0.006216152094933251,0.0060074789870088775,0.005917059833234265,0.005914905210494532,0.005883426122818647,0.005775118113764001,0.0056246053080495646,0.005565677528317506,0.005220458974577431,0.005196014304982735,0.0051049863644626395,0.004600412337402533,0.004457681103578381,0.004398710095796582,0.004351300667013297,0.0043286727090618,0.004256717381220049,0.004187198661679442,0.004112584504504429,0.004038184945664439,0.003989634955889437,0.0039289330355258105,0.0038729466559867583,0.003818360818521315,0.003811945101406559,0.00380405297694074,0.003741165538383448,0.003636189675395908,0.0036279738767369075,0.003623503444033756,0.003586306882652304,0.0034959806918184737,0.003232398307114528,0.0032243325607052035,0.0031681828476635447,0.0029615077480802513,0.002929261032559074,0.0029195298640399543,0.0028062715290997444,0.0027348407349028327,0.00271061215076251,0.00255722439403901,0.0022676071620557755,0.0021094176212203847,0.0020987515414116753,0.002091431811651819,0.0019134525379247255,0.0018299973725414752,0.0018016323828547308,0.0015557667349886714,0.0015523857517312988,0.0014635905004950738,0.0014635905004950732,0.0013422591960387349,0.0012674843462353775,0.0012674843462353775,0.0012059246310837171,0.0011498735042933474,0.001027214285306898,0.0010104390439010773,0.0008962232227505664,0.0008962232227505539,0.0005039354201808486,0.0003423407069451943,0.000325042692459774,0.00030171724558316563,0.00026843491568391586,0.0002508413485409264,0.00015641175329311405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seafood Clear,1.0,0.05372259466619646,0.05324005060981028,0.05131976673228692,0.04627593290386763,0.044461190676878544,0.04263023847005189,0.041753438476393935,0.039717402288438855,0.0383443990194873,0.03409652395388326,0.03379663154240087,0.029735594746585155,0.02819177482874948,0.02633554108443068,0.024538421844439308,0.024028956589307062,0.02293550646423972,0.021629944993645622,0.02152403004375033,0.018781008392097304,0.017803522176858953,0.01734917626693139,0.017287525213645738,0.01728223734753324,0.016216454479656365,0.01608895410771219,0.01571591994537119,0.015624118385302381,0.015443232458907694,0.015003324334031426,0.014348205034681198,0.014018380552881512,0.013976007556060783,0.013307533918357704,0.012988666053516774,0.012917176155366769,0.01265740114311094,0.012032939750896136,0.011873531362256738,0.011800839917762177,0.011607167659951132,0.01096301705985356,0.010781507982098534,0.01078092334081355,0.010697167004840401,0.01064098813652838,0.010231050820129393,0.010108955903848341,0.009799665812297824,0.009633315304551733,0.009365008203600768,0.00859105994946443,0.007489437016899512,0.007330875398825158,0.006964071851607947,0.006845212404626419,0.006672654412915691,0.006577942454630336,0.006205666464182098,0.006071351637645788,0.006050602100297574,0.005840995060432911,0.005775118113764001,0.005215483917936741,0.005040127949611157,0.0048407713261941635,0.0048343201253779325,0.004693785004223213,0.0046116507365487,0.004587388969150834,0.004523239690866008,0.004349216003264861,0.00421199155315219,0.0039980892071528685,0.003971150983332192,0.003925692247988537,0.0037780074347367547,0.003770824546890045,0.003418059039081831,0.002976528463370392,0.002718878721046879,0.0025792962363105467,0.002509514132612549,0.002475853444726748,0.002429749914422287,0.0024001297176736206,0.0023144281208539222,0.002290669686788673,0.0020646188572290727,0.001961072412088569,0.0019405177757992815,0.0017924403390300121,0.0017768705271178848,0.0017468155890227874,0.0017374530906687842,0.001652815214185047,0.0016333673033049286,0.0014483810665484645,0.001347341195222486,0.001335853179801855,0.0012998830339504635,0.0012488808149376273,0.0011129701982599207,0.0010908882755002642,0.0009925411263446676,0.0009915501099179921,0.0009348342188932904,0.0009348342188932892,0.0009336603890738383,0.0008872101504359352,0.0008585078130440192,0.0008132795637271352,0.000809575997091826,0.0008095759970918246,0.0007886946696848617,0.0005724416331690137,0.0005724416331690114,0.00038082873118434917,0.00015688355149890885,1.2974240377249653e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hot & Sour,1.0,0.08337280158761176,0.062199371466484944,0.055655768406212267,0.03883816696733879,0.03286142934302314,0.02962633908377262,0.020597875868982565,0.017824879795141964,0.017731949891466654,0.016908492198473634,0.015814578332782863,0.015654559633259877,0.014679699776377701,0.013362545421136164,0.012938829325722366,0.01270932551551743,0.01221595869419032,0.012091237930496799,0.010975907915638189,0.010648245038202764,0.009863798978956942,0.009691948506367556,0.009347534748764338,0.009181340924823471,0.009129113407210938,0.008104166104494194,0.008019616349865945,0.00782502626988549,0.007711573724922567,0.007618922713851424,0.007562940435098495,0.007506357511972703,0.00735493175983004,0.007016201521423751,0.006990258419365153,0.006936935354870431,0.006605800736005837,0.0065915947630600605,0.006573966657960248,0.006537252452702375,0.006495849235665201,0.006432574570992834,0.0061906844868965735,0.0061040111479776305,0.005827613762262984,0.005749124358703536,0.005484436593797567,0.005424861710859073,0.005113096104695778,0.005043041799157663,0.004867847288838901,0.0046765775908928445,0.004622903091704504,0.004616895889805957,0.00453610706745947,0.004512242733222235,0.004398825603842401,0.004305287377952974,0.0042969087849898165,0.004270089317889065,0.00424850182162441,0.0041525564246233885,0.003906099371029765,0.003750326623416078,0.003716119716049725,0.0036847687250248446,0.003578736263961094,0.003430306721513448,0.0033620676521085497,0.003208686871325121,0.003097964683904099,0.0030025702267629543,0.00294445722673814,0.002927769809665464,0.0028092354576060028,0.0027967746712057482,0.002727531938406902,0.0027210077745011985,0.0026743406399713475,0.00264793828946506,0.00253704466252712,0.002468405662774123,0.0024352963722105115,0.0024317563248479504,0.0024090784454338533,0.002388645851174614,0.002339532403587305,0.0022765153642119685,0.002253146118180158,0.0022469605546893653,0.002030798237963673,0.0020181152878688906,0.001961072412088569,0.00178920497867814,0.0017680904625877209,0.0017630782889596003,0.0017182009201426873,0.0016257403698963376,0.0016066110361652695,0.0015588559296753548,0.0015273238974127593,0.0014246550677126768,0.0013252703353034035,0.0013139705056073644,0.0012624434873862319,0.0012550772936163956,0.0011920329225000024,0.0011194637395713738,0.0009753393223008089,0.0009753074806149298,0.000968703893489748,0.0009195206552867409,0.00091952065528674,0.0007963142943479103,0.0007963142943479096,0.000780325710785121,0.0005630644396694577,0.0005630644396694545,0.0002790712905759532,0.00015641175329311405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Light English Breakfast,1.0,0.09968057136770549,0.09125085165451151,0.06756889720593841,0.03938741972973477,0.03539842101582234,0.011812267959927517,0.009563654810397676,0.00874283997728856,0.0073237027543258644,0.006100704483954155,0.005313523813250675,0.0044674925733793076,0.004090963828993439,0.003940882276753401,0.003920883298865852,0.0036656985202835226,0.003630050050326351,0.0035349493099988997,0.0035186785223066206,0.003494812647229065,0.003284299785316562,0.003248900846333062,0.0030153496916082677,0.0029866685625963394,0.0029709571422830627,0.0029412285043982737,0.002940474832156388,0.002824157479716212,0.0024720365145230604,0.0023550617391498775,0.0023388639829788186,0.0022676071620557755,0.002222936541969869,0.00222094098185217,0.0022195812537641737,0.0021516853789472225,0.002113517071208024,0.002092130979150411,0.0019866346426256815,0.0019838604536137486,0.0019678217735401462,0.0019332321944579888,0.0019263462794325318,0.0019251630434456862,0.0019110623507294477,0.00188772164132876,0.001860894024833531,0.0018308939709208273,0.001823323317242053,0.0017862272648997751,0.001772863420389529,0.001744334211195555,0.0017032535170803315,0.0017030553400491863,0.001702900430024284,0.0016407827464139271,0.001638376392363517,0.0016106016392616435,0.0015930865190766856,0.0015601684929831103,0.0015567808496307891,0.0015501422561403735,0.0015500640357134258,0.0015445568497012686,0.0014940717558296743,0.0014674750939172325,0.0014621256789975965,0.0014483810665484645,0.0014416550323694142,0.0014283147389716592,0.0014246550677126768,0.0014056316138010038,0.0013763750595139682,0.001328792130814366,0.001318366406711269,0.0012256416508959686,0.0012116230673906007,0.0012081192660608328,0.0012022681145260497,0.0011794329073963649,0.0011249618199867123,0.0011045215113033363,0.0010922390310380981,0.0010713449603276229,0.0010657086440245764,0.001057603462641589,0.0010508059530088742,0.001038921606556347,0.0010268442307726274,0.0010148507306650858,0.0009807573612868792,0.0009225487435496955,0.0008776790473761244,0.0008730080451030039,0.000794058469476185,0.0006914853163598644,0.0006605466768328102,0.0006316300131860176,0.0005992032315160471,0.0005829919637100431,0.0005751721589616446,0.0005644617240942438,0.0005376710087054486,0.0005321516231198601,0.0004796371481820184,0.0004164066260891358,0.00040580741795764164,0.00038396993858107333,0.0003794519422061197,0.00031300444934034247,0.00031033563764401833,0.00023034966736616876,0.00021717384649616174,0.00021717384649616166,0.00018807477279505355,0.0001880747727950513,0.00018711457923776536,0.00013298545224097155,0.00013298545224097144,2.7287065638562305e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
English Breakfast Tea,1.0,0.06554557967051375,0.03373188143531629,0.02898863028218812,0.027671763857103304,0.023662483794493826,0.021994577053037694,0.018313899698268053,0.017351306409285727,0.016661256721982244,0.016607497651982963,0.015957810066094175,0.014607378997904909,0.012470795386930706,0.011558092945932526,0.010786921540298701,0.010418202729593613,0.009691702582898734,0.00958059773821961,0.008947223101636136,0.008686609452344085,0.008470658382321758,0.008063794704929015,0.007684373132527599,0.007505349056549474,0.006995931003108349,0.006850974299387491,0.006325452137226862,0.006265551891650111,0.006207515431756626,0.006155418542398822,0.006010512770909227,0.005925093539584295,0.0058295732556491835,0.0057014012146939155,0.005679535533657746,0.005610848183324155,0.005582712164670992,0.005513678397720542,0.005422041342410613,0.005216596565013382,0.00512816164718825,0.004956796051575942,0.004917874790051178,0.0048908502555506895,0.004842719092935324,0.004750735137369633,0.0046116507365487,0.00457291876548723,0.00453610706745947,0.0044755363190082074,0.004374645582913831,0.004233405626422722,0.004197683573038863,0.004089842409755885,0.003996214242181362,0.0039024476034947033,0.0038834075994977407,0.0038466562646009765,0.003764471749288589,0.003516800625731924,0.0034776931625994005,0.0034719198043090317,0.0033932203110567175,0.0033674133831990854,0.0032312885245811026,0.0032223035201545867,0.0031995156254236087,0.0031227351088843006,0.0030730115754658903,0.003053600495800306,0.0029546174309015207,0.0029373986521596465,0.00293431331413936,0.002929261032559074,0.00289644823755446,0.0027824112924840073,0.0027796608828961535,0.00267193097548165,0.002453459241957108,0.00221321385087707,0.002209339221707065,0.002201691835217645,0.0021031830911736734,0.0020206909193820413,0.0020111123258998473,0.002005998010785995,0.001982815246162746,0.001907865331703328,0.0018562485943373424,0.0018379684997543264,0.0017119465039861519,0.0016943727596249766,0.001527166474884126,0.0015079214992929745,0.0013743147636957373,0.0013258402558961276,0.0012920923375372285,0.0012362165957639831,0.0012225617214740817,0.0012081764041073212,0.001157573984400923,0.0011130024759757298,0.0010713449603276229,0.0009966073381387304,0.0009881098317094368,0.000962463925944296,0.0007334342029921839,0.0007227858563687858,0.0006914823400307295,0.000691482340030729,0.0005988307804612645,0.0005988307804612638,0.0005902666460982016,0.0004899374615366219,0.0004892494950906917,0.00044302716430073716,0.0004234261776417777,0.0004234261776417752,0.00025932631259910545,1.2837533139506639e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Grey,1.0,0.04713631570491668,0.04675388222495512,0.029813504295998244,0.026045666241010252,0.017466555546439184,0.01734917626693139,0.016842540752679738,0.016638690487101312,0.015955235336563282,0.014503797234129864,0.01373067990091818,0.01233877505809179,0.01094861086357059,0.010540720702227242,0.009008104961910225,0.008319824003095593,0.00813466990263431,0.0077690388301496,0.0077251699578457156,0.007314797204443689,0.007054258552207474,0.006704609257453902,0.006694489357069681,0.0066781522855869305,0.006575354494347762,0.006489708292812614,0.006374588682073275,0.006310085990213673,0.005991897998277449,0.005897706861452257,0.005830830625639511,0.005693566034383323,0.005612651135323651,0.005576367153495824,0.00538744837293071,0.005380041909571586,0.005320872955816975,0.005261094538538529,0.0051361259181720575,0.005077168514850402,0.004941514667665845,0.004934737116293669,0.004705631458095082,0.0046954139712024195,0.004658545108082257,0.004560728033142517,0.004506276781324384,0.004426058465457533,0.004409924070203758,0.004387735422918225,0.004348182457567509,0.0043453468173400974,0.0042969087849898165,0.004239532057045985,0.004151291227399872,0.004007776134533847,0.003976331059509144,0.0037405730899419763,0.003696663491633604,0.003654381976632198,0.003643814145122702,0.00364230573098824,0.0035572930851495224,0.003505748058914532,0.0034365128839496362,0.0033313524744971452,0.0032888383113652943,0.0032312885245811026,0.0032142888047286323,0.003189842729409902,0.0031693407289476003,0.0031334962962614073,0.0030970696669103065,0.003052749964346156,0.0030254762278674745,0.0029580668452069856,0.0028013786197939755,0.002782503562146057,0.002670891328541342,0.0026471718625385695,0.002633083630827613,0.0025978218566261343,0.0024661629779079426,0.0023949634480757882,0.002308486421945624,0.0021115231473739665,0.0020855920832321666,0.002034999168676945,0.0019922779084594264,0.0019746565362878023,0.0019050622245563758,0.0018346400352644626,0.0018072596573354045,0.0017583647770025353,0.0017347794274805534,0.0017024756349936407,0.0016216720335330542,0.001575437024301087,0.001446635836518435,0.0012583827502179658,0.0012559259643410243,0.0012239576433303132,0.0011479929613135169,0.0011444667701668034,0.00103371094212393,0.0010148507306650858,0.0009440541774583782,0.0009360047620712275,0.0006951039608395756,0.0006947587045854547,0.0006550190498936858,0.000655019049893684,0.0005672531981762539,0.0005672531981762527,0.0004010980418772588,0.000401098041877258,0.00037248575065386354,0.00035370283785786854,0.00027923127989409657,0.00023755731065453414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
